Localisation,COEFF F212,PROFIL,Nom,Missions en cours,Competences,Date Demarrage,Date de fin,Taux occupation,Stream BT,combined,n_tokens
Tours,115,Junior,Deborah Khan,Smith Group,Database Management,2022-07-19,2024-09-04,65%,MSBI,"Localisation: Tours, Nom: Deborah Khan, Compétences: Database Management, Mission en cours: Smith Group, Date de début de mission: 2022-07-19, Date de fin de mission: 2024-09-04, Taux d'occupation: 65%",61
Tours,100,Confirmé,Carol Horton,Wagner LLC,IT Support,2023-03-09,2025-03-22,69%,MSBI,"Localisation: Tours, Nom: Carol Horton, Compétences: IT Support, Mission en cours: Wagner LLC, Date de début de mission: 2023-03-09, Date de fin de mission: 2025-03-22, Taux d'occupation: 69%",61
Paris,115,Expert,Timothy White,Merritt-Zamora,Python Development,2022-11-10,2026-05-01,25%,ODI,"Localisation: Paris, Nom: Timothy White, Compétences: Python Development, Mission en cours: Merritt-Zamora, Date de début de mission: 2022-11-10, Date de fin de mission: 2026-05-01, Taux d'occupation: 25%",64
Tours,100,Junior,Donna Gomez,"Webb, Winters and Williams",Python Development,2022-10-30,2024-12-03,89%,DSIA,"Localisation: Tours, Nom: Donna Gomez, Compétences: Python Development, Mission en cours: Webb, Winters and Williams, Date de début de mission: 2022-10-30, Date de fin de mission: 2024-12-03, Taux d'occupation: 89%",65
Tours,170,Confirmé,Donald Brown,Thomas-Wheeler,Software Testing,2024-03-16,2024-12-17,56%,ODI,"Localisation: Tours, Nom: Donald Brown, Compétences: Software Testing, Mission en cours: Thomas-Wheeler, Date de début de mission: 2024-03-16, Date de fin de mission: 2024-12-17, Taux d'occupation: 56%",63
Tours,170,Junior,Todd Beasley,Randall-Pittman,Software Testing,2023-12-29,2025-06-24,91%,SSIS,"Localisation: Tours, Nom: Todd Beasley, Compétences: Software Testing, Mission en cours: Randall-Pittman, Date de début de mission: 2023-12-29, Date de fin de mission: 2025-06-24, Taux d'occupation: 91%",64
Mtp,170,Expert,Gregory Dennis,"Rosario, Smith and Shelton",Machine Learning,2024-03-03,2024-10-30,79%,MSBI,"Localisation: Mtp, Nom: Gregory Dennis, Compétences: Machine Learning, Mission en cours: Rosario, Smith and Shelton, Date de début de mission: 2024-03-03, Date de fin de mission: 2024-10-30, Taux d'occupation: 79%",67
Tours,115,Junior,Megan Hill,"Herrera, Zavala and Lee",Web Development,2024-04-03,2025-08-30,90%,MSBI,"Localisation: Tours, Nom: Megan Hill, Compétences: Web Development, Mission en cours: Herrera, Zavala and Lee, Date de début de mission: 2024-04-03, Date de fin de mission: 2025-08-30, Taux d'occupation: 90%",66
Tours,150,Expert,Corey Riley,"Schaefer, Murphy and Williams",Java Development,2023-09-15,2024-07-11,94%,TALEND,"Localisation: Tours, Nom: Corey Riley, Compétences: Java Development, Mission en cours: Schaefer, Murphy and Williams, Date de début de mission: 2023-09-15, Date de fin de mission: 2024-07-11, Taux d'occupation: 94%",66
Tours,170,Expert,Jason Grant,"Bautista, Davis and Wright",Cloud Computing,2024-04-29,2025-10-28,39%,DSIA,"Localisation: Tours, Nom: Jason Grant, Compétences: Cloud Computing, Mission en cours: Bautista, Davis and Wright, Date de début de mission: 2024-04-29, Date de fin de mission: 2025-10-28, Taux d'occupation: 39%",66
Tours,100,Confirmé,Stephanie Keller,Sanders-Green,IT Support,2022-09-22,2026-03-08,84%,MSBI,"Localisation: Tours, Nom: Stephanie Keller, Compétences: IT Support, Mission en cours: Sanders-Green, Date de début de mission: 2022-09-22, Date de fin de mission: 2026-03-08, Taux d'occupation: 84%",62
Paris,170,Junior,Amanda Gardner,Green and Sons,DevOps,2023-11-09,2026-03-16,96%,TALEND,"Localisation: Paris, Nom: Amanda Gardner, Compétences: DevOps, Mission en cours: Green and Sons, Date de début de mission: 2023-11-09, Date de fin de mission: 2026-03-16, Taux d'occupation: 96%",62
Tours,105,Expert,Francisco Turner,"Curry, Parker and Long",Mobile Development,2022-06-22,2024-09-22,91%,MSBI,"Localisation: Tours, Nom: Francisco Turner, Compétences: Mobile Development, Mission en cours: Curry, Parker and Long, Date de début de mission: 2022-06-22, Date de fin de mission: 2024-09-22, Taux d'occupation: 91%",64
Tours,105,Confirmé,Fernando Evans,Fowler Ltd,Python Development,2024-04-02,2025-10-22,56%,DSIA,"Localisation: Tours, Nom: Fernando Evans, Compétences: Python Development, Mission en cours: Fowler Ltd, Date de début de mission: 2024-04-02, Date de fin de mission: 2025-10-22, Taux d'occupation: 56%",61
Tours,100,Junior,Frank Torres,"Booker, King and Bauer",Software Testing,2024-05-18,2025-01-07,65%,MSBI,"Localisation: Tours, Nom: Frank Torres, Compétences: Software Testing, Mission en cours: Booker, King and Bauer, Date de début de mission: 2024-05-18, Date de fin de mission: 2025-01-07, Taux d'occupation: 65%",64
Tours,115,Confirmé,Jeremiah Velez,Chang-Melton,Cybersecurity,2023-06-03,2025-02-03,17%,SSIS,"Localisation: Tours, Nom: Jeremiah Velez, Compétences: Cybersecurity, Mission en cours: Chang-Melton, Date de début de mission: 2023-06-03, Date de fin de mission: 2025-02-03, Taux d'occupation: 17%",65
Paris,115,Expert,Jason Johnson,Weber Group,DevOps,2023-09-22,2025-06-30,87%,TALEND,"Localisation: Paris, Nom: Jason Johnson, Compétences: DevOps, Mission en cours: Weber Group, Date de début de mission: 2023-09-22, Date de fin de mission: 2025-06-30, Taux d'occupation: 87%",61
